LicenseNbr,LicenseAppStatus,DoingBusinessAsName,LicExpirationDate,LicExpirationStatus,AddressFull,AddrStreetNo,AddrStreetDir,AddrStreetName,AddrStreetType,AddrUnit,PrimarilyRestaurant,RetailFoodEstab,RestaurantMobileCart,RestaurantMobileBase,RetailMobileCart,RetailMobileBase,FarmersMarket,RecDate,EstablishmentType,AddrCity,ESRI_OID
45461-33184,Active,Walgreens #3393,2023/06/30 05:00:00+00,Active,"108 COTTAGE GROVE RD
MADISON, WI 53716",108,,COTTAGE GROVE,RD,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,MADISON,118
45498-33224,Active,Timberlake Village,2023/06/30 05:00:00+00,Active,"7425 TIMBER LAKE TRL
MADISON, WI 53719",7425,,TIMBER LAKE,TRL,,,,,,,,,2022/11/16 11:00:10+00,Swimming Pool,MADISON,119
45498-34319,Active,Timberlake Village,2023/06/30 05:00:00+00,Active,"7425 TIMBER LAKE TRL
MADISON, WI 53719",7425,,TIMBER LAKE,TRL,,,,,,,,,2022/11/16 11:00:10+00,Swimming Pool,MADISON,120
45809-33661,Active,Comfort Suites,2023/06/30 05:00:00+00,Active,"1253 JOHN Q HAMMONS DR
MADISON, WI 53717",1253,,JOHN Q HAMMONS,DR,,,,,,,,,2022/11/16 11:00:10+00,Hotel/Motel,MADISON,121
45809-33662,Active,Comfort Suites,2023/06/30 05:00:00+00,Active,"1253 JOHN Q HAMMONS DR
MADISON, WI 53717",1253,,JOHN Q HAMMONS,DR,,,,,,,,,2022/11/16 11:00:10+00,Swimming Pool,MADISON,122
45809-33856,Active,Comfort Suites,2023/06/30 05:00:00+00,Active,"1253 JOHN Q HAMMONS DR
MADISON, WI 53717",1253,,JOHN Q HAMMONS,DR,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,MADISON,123
45809-34144,Active,Wes Pro Partners Llp,2023/06/30 05:00:00+00,Active,"1253 JOHN Q HAMMONS DR
MADISON, WI 53717",1253,,JOHN Q HAMMONS,DR,,,,,,,,,2022/11/16 11:00:10+00,Swimming Pool,MADISON,124
46083-33975,Active,Harbour Town Apartments,2023/06/30 05:00:00+00,Active,"260 JUNCTION RD
MADISON, WI 53717",260,,JUNCTION,RD,,,,,,,,,2022/11/16 11:00:10+00,Swimming Pool,MADISON,125
46190-34096,Active,Junction Ridge Apartments,2023/06/30 05:00:00+00,Active,"8406 ISAAC DR
MADISON, WI 53719",8406,,ISAAC,DR,,,,,,,,,2022/11/16 11:00:10+00,Swimming Pool,MADISON,126
46833-35367,Active,Wilson's Bar And Grill,2023/06/30 05:00:00+00,Active,"2144 ATWOOD AVE
MADISON, WI 53704",2144,,ATWOOD,AVE,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,MADISON,127
469-422,Active,Crystal Corners Bar,2023/06/30 05:00:00+00,Active,"1302 WILLIAMSON ST
MADISON, WI 53703",1302,,WILLIAMSON,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,MADISON,128
47110-48799,Active,Avenue Shell,2023/06/30 05:00:00+00,Active,"4821 ANNAMARK DR
MADISON, WI 53704",4821,,ANNAMARK,DR,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,MADISON,129
47505-36275,Active,Culver's Frozen Custard,2023/06/30 05:00:00+00,Active,"1325 NORTHPORT DR
MADISON, WI 53704",1325,,NORTHPORT,DR,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,MADISON,130
47698-36615,Active,Briarwood Apartments,2023/06/30 05:00:00+00,Active,"1802 FORDEM AVE
MADISON, WI 53704",1802,,FORDEM,AVE,,,,,,,,,2022/11/16 11:00:10+00,Swimming Pool,MADISON,131
47776-36884,Active,Chuck E Cheese's,2023/06/30 05:00:00+00,Active,"438 GRAND CANYON DR
MADISON, WI 53719",438,,GRAND CANYON,DR,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,MADISON,132
47872-36586,Active,Swimwest Family Fitness Center,2023/06/30 05:00:00+00,Active,"1001 DEMING WAY
MADISON, WI 53717",1001,,DEMING,WAY,,,,,,,,,2022/11/16 11:00:10+00,Swimming Pool,MADISON,133
48262-37378,Active,Culver's Frozen Custard Arboretum,2023/06/30 05:00:00+00,Active,"2102 W BELTLINE HWY
MADISON, WI 53713",2102,W,BELTLINE,HWY,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,MADISON,134
48311-88721,Active,Paradies Shops,2023/06/30 05:00:00+00,Active,"4000 INTERNATIONAL LN
MADISON, WI 53704",4000,,INTERNATIONAL,LN,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,MADISON,135
48315-37481,Active,Walgreens #2967,2023/06/30 05:00:00+00,Active,"1725 NORTHPORT DR
MADISON, WI 53704",1725,,NORTHPORT,DR,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,MADISON,136
48317-37487,Active,Walgreens #2879,2023/06/30 05:00:00+00,Active,"2121 S PARK ST
MADISON, WI 53713",2121,S,PARK,ST,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,MADISON,137
48318-37490,Active,Walgreens #111,2023/06/30 05:00:00+00,Active,"676 STATE ST
MADISON, WI 53703",676,,STATE,ST,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,MADISON,138
48395-37568,Active,Barnes & Noble #2720,2023/06/30 05:00:00+00,Active,"7433 MINERAL POINT RD
MADISON, WI 53717",7433,,MINERAL POINT,RD,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,MADISON,139
48680-38151,Active,Tornado Steak House,2023/06/30 05:00:00+00,Active,"116 S HAMILTON ST
MADISON, WI 53703",116,S,HAMILTON,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,MADISON,140
48889-43221,Active,Woodmans Food Market #20,2023/06/30 05:00:00+00,Active,"711 S GAMMON RD
MADISON, WI 53719",711,S,GAMMON,RD,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,MADISON,141
48890-38998,Active,Mactaggarts,2023/06/30 05:00:00+00,Active,"230 LAKELAWN PL
MADISON, WI 53703",230,,LAKELAWN,PL,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,MADISON,142
48913-37880,Expired,Copper Top Restaurant,2022/06/30 05:00:00+00,Expired,"5401 SCHROEDER RD
MADISON, WI 53711",5401,,SCHROEDER,RD,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,MADISON,143
50700-40545,Active,Princeton Health & Fitness,2023/06/30 05:00:00+00,Active,"1726 EAGAN RD
MADISON, WI 53704",1726,,EAGAN,RD,,,,,,,,,2022/11/16 11:00:10+00,Swimming Pool,MADISON,144
50700-40546,Active,Princeton Health & Fitness,2023/06/30 05:00:00+00,Active,"1726 EAGAN RD
MADISON, WI 53704",1726,,EAGAN,RD,,,,,,,,,2022/11/16 11:00:10+00,Swimming Pool,MADISON,145
50879-73685,Active,Whole Foods Market,2023/06/30 05:00:00+00,Active,"3313 UNIVERSITY AVE
MADISON, WI 53705",3313,,UNIVERSITY,AVE,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,MADISON,146
51016-40975,Active,Target Store T-1060,2023/06/30 05:00:00+00,Active,"201 JUNCTION RD
MADISON, WI 53717",201,,JUNCTION,RD,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,MADISON,147
51345-42361,Active,Monona Catering,2023/06/30 05:00:00+00,Active,"1 JOHN NOLEN DR
MADISON, WI 53703",1,,JOHN NOLEN,DR,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,MADISON,148
51714-42601,Active,"Aancora Coffee Roaster (2), Wurst German Bar, Stella Bar, Goose Island Bar, Madtown Gastro Pub, Metcalfe's, Vinoteca Wine And Tapas",2023/06/30 05:00:00+00,Active,"4000 INTERNATIONAL LN
MADISON, WI 53704",4000,,INTERNATIONAL,LN,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,MADISON,149
51822-42415,Active,Michelangelo's Coffee House,2023/06/30 05:00:00+00,Active,"114 STATE ST
MADISON, WI 53703",114,,STATE,ST,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,MADISON,150
52183-43077,Active,Target Store T-1069,2023/06/30 05:00:00+00,Active,"4301 LIEN RD
MADISON, WI 53704",4301,,LIEN,RD,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,MADISON,151
52453-43528,Active,Parkview Apartments,2023/06/30 05:00:00+00,Active,"725 W WASHINGTON AVE 103
MADISON, WI 53715",725,W,WASHINGTON,AVE,103,,,,,,,,2022/11/16 11:00:10+00,Swimming Pool,MADISON,152
52460-43553,Active,Mickey's Tavern,2023/06/30 05:00:00+00,Active,"1524 WILLIAMSON ST
MADISON, WI 53703",1524,,WILLIAMSON,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,MADISON,153
52528-44767,Active,Locker Room,2023/06/30 05:00:00+00,Active,"1810 ROTH ST
MADISON, WI 53704",1810,,ROTH,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,MADISON,154
52867-44428,Active,Outback Steakhouse,2023/06/30 05:00:00+00,Active,"279 JUNCTION RD
MADISON, WI 53717",279,,JUNCTION,RD,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,MADISON,155
53157-44762,Active,Mendota Mental Health Institute,2023/06/30 05:00:00+00,Active,"301 TROY DR
MADISON, WI 53704",301,,TROY,DR,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,MADISON,156
53385-45069,Active,Speedway #4132,2023/06/30 05:00:00+00,Active,"4902 VERONA RD
MADISON, WI 53711",4902,,VERONA,RD,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,MADISON,157
53532-45599,Active,Eldorado Grill,2023/06/30 05:00:00+00,Active,"744 WILLIAMSON ST
MADISON, WI 53703",744,,WILLIAMSON,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,MADISON,158
53625-47058,Active,Club 5,2023/06/30 05:00:00+00,Active,"5 APPLEGATE CT
MADISON, WI 53713",5,,APPLEGATE,CT,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,MADISON,159
53627-45433,Active,Walgreens #4155,2023/06/30 05:00:00+00,Active,"15 E MAIN ST
MADISON, WI 53703",15,E,MAIN,ST,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,MADISON,160
53830-45688,Active,Regent Market Co-op,2023/06/30 05:00:00+00,Active,"2136 REGENT ST
MADISON, WI 53726",2136,,REGENT,ST,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,MADISON,161
53866-46025,Active,Noodles & Company,2023/06/30 05:00:00+00,Active,"7050 SLIGO DR
MADISON, WI 53717",7050,,SLIGO,DR,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,MADISON,162
53867-46024,Active,Noodles & Company,2023/06/30 05:00:00+00,Active,"232 STATE ST
MADISON, WI 53703",232,,STATE,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,MADISON,163
53868-45742,Active,Starbucks Coffee Company #2309,2023/06/30 05:00:00+00,Active,"661 STATE ST
MADISON, WI 53703",661,,STATE,ST,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,MADISON,164
53953-46815,Active,La Hacienda Restaurant,2023/06/30 05:00:00+00,Active,"515 S PARK ST
MADISON, WI 53715",515,S,PARK,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,MADISON,165
53985-45882,Active,Chez Vous,2023/06/30 05:00:00+00,Active,"831 WILLIAMSON ST
MADISON, WI 53703",831,,WILLIAMSON,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,MADISON,166
53989-46256,Active,City Bar And Restaurant,2023/06/30 05:00:00+00,Active,"636 STATE ST
MADISON, WI 53703",636,,STATE,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,MADISON,167
54054-47174,Active,Eagles Club,2023/06/30 05:00:00+00,Active,"2109 BARTILLON DR
MADISON, WI 53704",2109,,BARTILLON,DR,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,MADISON,168
54901-47105,Active,Wendy's,2023/06/30 05:00:00+00,Active,"633 S GAMMON RD
MADISON, WI 53719",633,S,GAMMON,RD,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,MADISON,169
54902-47106,Active,Wendy's,2023/06/30 05:00:00+00,Active,"3910 E WASHINGTON AVE
MADISON, WI 53704",3910,E,WASHINGTON,AVE,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,MADISON,170
54903-47107,Active,Wendy's,2023/06/30 05:00:00+00,Active,"2431 S STOUGHTON RD
MADISON, WI 53716",2431,S,STOUGHTON,RD,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,MADISON,171
55071-47322,Active,Boulder Creek Apartments,2023/06/30 05:00:00+00,Active,"1080 PLEASANT VIEW RD
MIDDLETON, WI 53562",1080,,PLEASANT VIEW,RD,,,,,,,,,2022/11/16 11:00:10+00,Swimming Pool,MIDDLETON,172
55114-47425,Active,Walgreens #4805,2023/06/30 05:00:00+00,Active,"4518 COTTAGE GROVE RD
MADISON, WI 53716",4518,,COTTAGE GROVE,RD,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,MADISON,173
55122-47882,Active,Rocky Rococo Pan-style Pizza,2023/06/30 05:00:00+00,Active,"1301 REGENT ST
MADISON, WI 53715",1301,,REGENT,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,MADISON,174
55132-48367,Active,Qdoba Mexican Grill,2023/06/30 05:00:00+00,Active,"548 STATE ST
MADISON, WI 53703",548,,STATE,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,MADISON,175
55180-47587,Active,Extended Stay Hotels,2023/06/30 05:00:00+00,Active,"45 JUNCTION CT
MADISON, WI 53717",45,,JUNCTION,CT,,,,,,,,,2022/11/16 11:00:10+00,Hotel/Motel,MADISON,176
55180-49453,Active,Extended Stay America,2023/06/30 05:00:00+00,Active,"45 JUNCTION CT
MADISON, WI 53717",45,,JUNCTION,CT,,,,,,,,,2022/11/16 11:00:10+00,Swimming Pool,MADISON,177
55180-76859,Active,Esa P Portfolio Operating,2023/06/30 05:00:00+00,Active,"45 JUNCTION CT
MADISON, WI 53717",45,,JUNCTION,CT,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,MADISON,178
55204-47640,Active,Extended Stay Hotels,2023/06/30 05:00:00+00,Active,"55 JUNCTION CT
MADISON, WI 53717",55,,JUNCTION,CT,,,,,,,,,2022/11/16 11:00:10+00,Hotel/Motel,MADISON,179
55448-48170,Active,Old Sauk Mobil,2023/06/30 05:00:00+00,Active,"33 JUNCTION CT
MADISON, WI 53717",33,,JUNCTION,CT,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,MADISON,180
55618-48343,Active,"Curve, The",2023/06/30 05:00:00+00,Active,"653 S PARK ST
MADISON, WI 53715",653,S,PARK,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,MADISON,181
55644-48642,Active,Mobil Mart,2023/06/30 05:00:00+00,Active,"8230 WATTS RD
MADISON, WI 53719",8230,,WATTS,RD,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,MADISON,182
55651-49283,Active,Oak Crest Tavern,2023/06/30 05:00:00+00,Active,"5371 OLD MIDDLETON RD
MADISON, WI 53705",5371,,OLD MIDDLETON,RD,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,MADISON,183
55687-48457,Active,Spence Motel,2023/06/30 05:00:00+00,Active,"3575 E WASHINGTON AVE
MADISON, WI 53704",3575,E,WASHINGTON,AVE,,,,,,,,,2022/11/16 11:00:10+00,Hotel/Motel,MADISON,184
55696-48461,Active,Aldi,2023/06/30 05:00:00+00,Active,"3925 LIEN RD
MADISON, WI 53704",3925,,LIEN,RD,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,MADISON,185
55819-55302,Active,St Bernard Church,2023/06/30 05:00:00+00,Active,"2438 ATWOOD AVE
MADISON, WI 53704",2438,,ATWOOD,AVE,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,MADISON,186
56137-49099,Active,Capital Fitness,2023/06/30 05:00:00+00,Active,"302 E WASHINGTON AVE 201
MADISON, WI 53703",302,E,WASHINGTON,AVE,201,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,MADISON,187
56318-49811,Active,Wisco,2023/06/30 05:00:00+00,Active,"852 WILLIAMSON ST
MADISON, WI 53703",852,,WILLIAMSON,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,MADISON,188
56334-49370,Active,Richmond Hills Apartments,2023/06/30 05:00:00+00,Active,"1610 KINGS MILL WAY
MADISON, WI 53718",1610,,KINGS MILL,WAY,,,,,,,,,2022/11/16 11:00:10+00,Swimming Pool,MADISON,189
56646-49828,Active,Stone Creek,2023/06/30 05:00:00+00,Active,"6902 EAST PASS
MADISON, WI 53719",6902,,EAST,PASS,,,,,,,,,2022/11/16 11:00:10+00,Swimming Pool,MADISON,190
56847-50124,Active,Custom Tattooing House Of Hd,2023/06/30 05:00:00+00,Active,"4273 W BELTLINE HWY
MADISON, WI 53711",4273,W,BELTLINE,HWY,,,,,,,,,2022/11/16 11:00:10+00,Tattoo/Body Piercing,MADISON,191
56914-50750,Active,Jordan's Big 10 Pub,2023/06/30 05:00:00+00,Active,"1330 REGENT ST
MADISON, WI 53715",1330,,REGENT,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,MADISON,192
57189-50614,Active,Walgreens #5233,2023/06/30 05:00:00+00,Active,"6601 MCKEE RD
MADISON, WI 53719",6601,,MCKEE,RD,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,MADISON,193
57316-50863,Active,Walgreens #4240,2023/06/30 05:00:00+00,Active,"3710 E WASHINGTON AVE
MADISON, WI 53704",3710,E,WASHINGTON,AVE,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,MADISON,194
57566-73593,Active,Mobil Mart,2023/06/30 05:00:00+00,Active,"2601 SHOPKO DR
MADISON, WI 53704",2601,,SHOPKO,DR,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,MADISON,195
57597-51282,Active,Glass Nickel Pizza Co,2023/06/30 05:00:00+00,Active,"5003 UNIVERSITY AVE
MADISON, WI 53705",5003,,UNIVERSITY,AVE,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,MADISON,196
57624-51329,Active,Williamson Street Grocery Co-op,2023/06/30 05:00:00+00,Active,"1221 WILLIAMSON ST
MADISON, WI 53703",1221,,WILLIAMSON,ST,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,MADISON,197
57723-52076,Active,Madison's,2023/06/30 05:00:00+00,Active,"119 KING ST
MADISON, WI 53703",119,,KING,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,MADISON,198
57740-54360,Active,Laredo's East,2023/06/30 05:00:00+00,Active,"4001 LIEN RD
MADISON, WI 53704",4001,,LIEN,RD,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,MADISON,199
57759-51539,Active,Rosati's Pizza,2023/06/30 05:00:00+00,Active,"4933 COMMERCIAL AVE
MADISON, WI 53704",4933,,COMMERCIAL,AVE,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,MADISON,200
57817-51612,Active,Toppers Pizza,2023/06/30 05:00:00+00,Active,"1368 REGENT ST
MADISON, WI 53715",1368,,REGENT,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,MADISON,201
57868-51687,Active,Bandung Restaurant,2023/06/30 05:00:00+00,Active,"600 WILLIAMSON ST M
MADISON, WI 53703",600,,WILLIAMSON,ST,M,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,MADISON,202
57965-54471,Active,Lazy Janes,2023/06/30 05:00:00+00,Active,"1358 WILLIAMSON ST
MADISON, WI 53703",1358,,WILLIAMSON,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,MADISON,203
58113-52024,Active,Ssm Health St. Mary's Hospital - Madison,2023/06/30 05:00:00+00,Active,"700 S PARK ST
MADISON, WI 53715",700,S,PARK,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,MADISON,204
58275-52718,Active,Bridges Golf Course,2023/06/30 05:00:00+00,Active,"2702 SHOPKO DR
MADISON, WI 53704",2702,,SHOPKO,DR,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,MADISON,205
58322-53252,Active,Benvenuto's,2023/06/30 05:00:00+00,Active,"1109 FOURIER DR
MADISON, WI 53717",1109,,FOURIER,DR,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,MADISON,206
58371-52445,Active,Jenny Craig Weight Loss Ctr #3410,2023/06/30 05:00:00+00,Active,"4261 LIEN RD P
MADISON, WI 53704",4261,,LIEN,RD,P,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,MADISON,207
58382-53402,Active,Qdoba Mexican Grill,2023/06/30 05:00:00+00,Active,"2741 UNIVERSITY AVE
MADISON, WI 53705",2741,,UNIVERSITY,AVE,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,MADISON,208
58384-54469,Active,Harvest,2023/06/30 05:00:00+00,Active,"21 N PINCKNEY ST
MADISON, WI 53703",21,N,PINCKNEY,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,MADISON,209
58400-52502,Active,Aldi,2023/06/30 05:00:00+00,Active,"8222 WATTS RD
MADISON, WI 53719",8222,,WATTS,RD,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,MADISON,210
58679-52921,Active,Capitol City Tattoo,2023/06/30 05:00:00+00,Active,"1349 WILLIAMSON ST
MADISON, WI 53703",1349,,WILLIAMSON,ST,,,,,,,,,2022/11/16 11:00:10+00,Tattoo/Body Piercing,MADISON,211
58835-53265,Active,Holiday Inn Hotel & Suites,2023/06/30 05:00:00+00,Active,"1109 FOURIER DR
MADISON, WI 53717",1109,,FOURIER,DR,,,,,,,,,2022/11/16 11:00:10+00,Hotel/Motel,MADISON,212
58835-54442,Active,Holiday Inn Hotel & Suites,2023/06/30 05:00:00+00,Active,"1109 FOURIER DR
MADISON, WI 53717",1109,,FOURIER,DR,,,,,,,,,2022/11/16 11:00:10+00,Swimming Pool,MADISON,213
58835-54444,Active,Holiday Inn Hotel & Suites,2023/06/30 05:00:00+00,Active,"1109 FOURIER DR
MADISON, WI 53717",1109,,FOURIER,DR,,,,,,,,,2022/11/16 11:00:10+00,Swimming Pool,MADISON,214
59082-54244,Active,Open Pantry Food Mart #1215,2023/06/30 05:00:00+00,Active,"1412 PFLAUM RD
MADISON, WI 53716",1412,,PFLAUM,RD,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,MADISON,215
59174-54260,Active,Mercado Marimar,2023/06/30 05:00:00+00,Active,"2102 S PARK ST
MADISON, WI 53713",2102,S,PARK,ST,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,MADISON,216
59194-54292,Active,Steve's Tattoo,2023/06/30 05:00:00+00,Active,"1205 WILLIAMSON ST
MADISON, WI 53703",1205,,WILLIAMSON,ST,,,,,,,,,2022/11/16 11:00:10+00,Tattoo/Body Piercing,MADISON,217
59210-54315,Active,Starbucks Coffee Company #2425,2023/06/30 05:00:00+00,Active,"1 E MAIN ST
MADISON, WI 53703",1,E,MAIN,ST,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,MADISON,218
59227-54362,Active,Barrington Place Apartments,2023/06/30 05:00:00+00,Active,"5201 BROOKSIDE DR
MADISON, WI 53718",5201,,BROOKSIDE,DR,,,,,,,,,2022/11/16 11:00:10+00,Swimming Pool,MADISON,219
59279-55994,Active,Hilton Madison At Monona Terrace,2023/06/30 05:00:00+00,Active,"9 E WILSON ST
MADISON, WI 53703",9,E,WILSON,ST,,,,,,,,,2022/11/16 11:00:10+00,Hotel/Motel,MADISON,220
59279-55995,Active,Hilton Madison At Monona Terrace,2023/06/30 05:00:00+00,Active,"9 E WILSON ST
MADISON, WI 53703",9,E,WILSON,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,MADISON,221
59279-55996,Active,Hilton Madison At Monona Terrace,2023/06/30 05:00:00+00,Active,"9 E WILSON ST
MADISON, WI 53703",9,E,WILSON,ST,,,,,,,,,2022/11/16 11:00:10+00,Swimming Pool,MADISON,222
59279-55998,Active,Hilton Madison At Monona Terrace,2023/06/30 05:00:00+00,Active,"9 E WILSON ST
MADISON, WI 53703",9,E,WILSON,ST,,,,,,,,,2022/11/16 11:00:10+00,Swimming Pool,MADISON,223
594-497,Active,Edgewood High School,2023/06/30 05:00:00+00,Active,"2219 MONROE ST
MADISON, WI 53711",2219,,MONROE,ST,,,,,,,,,2022/11/16 11:00:10+00,Swimming Pool,MADISON,224
59768-55388,Active,Culvers East Towne,2023/06/30 05:00:00+00,Active,"4301 EAST TOWNE BLVD
MADISON, WI 53704",4301,,EAST TOWNE,BLVD,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,MADISON,225
59871-55545,Active,Walgreens #6132,2023/06/30 05:00:00+00,Active,"2909 E WASHINGTON AVE
MADISON, WI 53704",2909,E,WASHINGTON,AVE,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,MADISON,226
59875-55556,Active,La Bamba Mexican Restaurant,2023/06/30 05:00:00+00,Active,"710 S GAMMON RD
MADISON, WI 53719",710,S,GAMMON,RD,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,MADISON,227
59970-55650,Active,Sauk Garden Apartment Homes,2023/06/30 05:00:00+00,Active,"8501 OLD SAUK RD
MADISON, WI 53705",8501,,OLD SAUK,RD,,,,,,,,,2022/11/16 11:00:10+00,Swimming Pool,MADISON,228
60297-56041,Active,Oriental Food Mart,2023/06/30 05:00:00+00,Active,"1206 S PARK ST
MADISON, WI 53715",1206,S,PARK,ST,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,MADISON,229
60459-56453,Active,Johnny Delmonico's,2023/06/30 05:00:00+00,Active,"130 S PINCKNEY ST
MADISON, WI 53703",130,S,PINCKNEY,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,MADISON,230
60464-71347,Active,Madison Mallards-main,2023/06/30 05:00:00+00,Active,"2920 N SHERMAN AVE
MADISON, WI 53704",2920,N,SHERMAN,AVE,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,MADISON,231
60472-56327,Active,El Burrito Loco Food Cart,2023/06/30 05:00:00+00,Active,"106 JANESVILLE ST
OREGON, WI 53575",106,,JANESVILLE,ST,,,,,,,,,2022/11/16 11:00:10+00,Restaurant Mobile Cart,OREGON,232
60539-56436,Active,Ultimate Arts Tattoo,2023/06/30 05:00:00+00,Active,"3236 COMMERCIAL AVE
MADISON, WI 53714",3236,,COMMERCIAL,AVE,,,,,,,,,2022/11/16 11:00:10+00,Tattoo/Body Piercing,MADISON,233
606-500,Active,Madison Elks Lodge #410,2023/06/30 05:00:00+00,Active,"711 JENIFER ST
MADISON, WI 53703",711,,JENIFER,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,MADISON,234
6078-1886,Active,Woodmans Food Market #16,2023/06/30 05:00:00+00,Active,"3817 MILWAUKEE ST
MADISON, WI 53714",3817,,MILWAUKEE,ST,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,MADISON,235
